CODE	EN	Code-8digits
32353000-2	Sound recordings	32353000
32353100-3	Records	32353100
32353200-4	Music cassettes	32353200
32354000-9	Film products	32354000
32354100-0	Radiology film	32354100
32354110-3	X-ray film	32354110
32354120-6	Blue diazo film	32354120
32354200-1	Cinematographic film	32354200
32354300-2	Photographic film	32354300
32354400-3	Instant-print film	32354400
32354500-4	Video films	32354500
32354600-5	Video cassettes	32354600
32354700-6	Video tapes	32354700
32354800-7	Cling film	32354800
32360000-4	Intercom equipment	32360000
32400000-7	Networks	32400000
32410000-0	Local area network	32410000
32411000-7	Token-ring network	32411000
32412000-4	Communications network	32412000
32412100-5	Telecommunications network	32412100
32412110-8	Internet network	32412110
32412120-1	Intranet network	32412120
32413000-1	Integrated network	32413000
32413100-2	Network routers	32413100
32415000-5	Ethernet network	32415000
32416000-2	ISDN network	32416000
32416100-3	ISDX network	32416100
32417000-9	Multimedia networks	32417000
32418000-6	Radio network	32418000
32420000-3	Network equipment	32420000
32421000-0	Network cabling	32421000
32422000-7	Network components	32422000
32423000-4	Network hubs	32423000
32424000-1	Network infrastructure	32424000
32425000-8	Network operating system	32425000
32426000-5	Network publishing system	32426000
32427000-2	Network system	32427000
32428000-9	Network upgrade	32428000
32429000-6	Telephone network equipment	32429000
32430000-6	Wide area network	32430000
32440000-9	Telemetry and terminal equipment	32440000
32441000-6	Telemetry equipment	32441000
32441100-7	Telemetry surveillance system	32441100
32441200-8	Telemetry and control equipment	32441200
32441300-9	Telematics system	32441300
32442000-3	Terminal equipment	32442000
32442100-4	Terminal boards	32442100
32442200-5	Terminal boxes	32442200
32442300-6	Terminal emulators	32442300
32442400-7	Termination blocks	32442400
32500000-8	Telecommunications equipment and supplies	32500000
32510000-1	Wireless telecommunications system	32510000
32520000-4	Telecommunications cable and equipment	32520000
32521000-1	Telecommunications cable	32521000
32522000-8	Telecommunications equipment	32522000
32523000-5	Telecommunications facilities	32523000
32524000-2	Telecommunications system	32524000
32530000-7	Satellite-related communications equipment	32530000
32531000-4	Satellite communications equipment	32531000
32532000-1	Satellite dishes	32532000
32533000-8	Satellite earth stations	32533000
32534000-5	Satellite platforms	32534000
32540000-0	Switchboards	32540000
32541000-7	Switchboard equipment	32541000
32542000-4	Switchboard panels	32542000
32543000-1	Telephone switchboards	32543000
32544000-8	PABX equipment	32544000
32545000-5	PABX systems	32545000
32546000-2	Digital switching equipment	32546000
32546100-3	Digital switchboards	32546100
32547000-9	Vacuum switchboards	32547000
32550000-3	Telephone equipment	32550000
32551000-0	Telephone cables and associated equipment	32551000
32551100-1	Telephone connections	32551100
32551200-2	Telephone exchanges	32551200
32551300-3	Telephone headsets	32551300
32551400-4	Telephone network	32551400
32551500-5	Telephone cables	32551500
32552000-7	Electrical apparatus for line telephony or line telegraphy	32552000
32552100-8	Telephone sets	32552100
32552110-1	Cordless telephones	32552110
32552120-4	Emergency telephones	32552120
32552130-7	Public telephones	32552130
32552140-0	Payphone equipment	32552140
32552150-3	Telephones for visually-impaired	32552150
32552160-6	Telephones for hearing-impaired	32552160
32552200-9	Teleprinters	32552200
32552300-0	Telephonic or telegraphic switching apparatus	32552300
32552310-3	Digital telephone exchanges	32552310
32552320-6	Multiplexers	32552320
32552330-9	Telephone switching apparatus	32552330
32552400-1	Audio-frequency signal conversion apparatus	32552400
32552410-4	Modems	32552410
32552420-7	Frequency converter	32552420
32552430-0	Coding equipment	32552430
32552500-2	Teletext apparatus	32552500
32552510-5	Videotext terminals	32552510
32552520-8	Telex equipment	32552520
32552600-3	Entrance telephones	32552600
32553000-4	Parts of electrical telephonic or telegraphic apparatus	32553000
32560000-6	Fibre-optic materials	32560000
32561000-3	Fibre-optic connections	32561000
32562000-0	Optical-fibre cables	32562000
32562100-1	Optical-fibre cables for information transmission	32562100
32562200-2	Optical telecommunication cables	32562200
32562300-3	Optical-fibre cables for data transmission	32562300
32570000-9	Communications equipment	32570000
32571000-6	Communications infrastructure	32571000
32572000-3	Communications cable	32572000
32572100-4	Communications cable with multiple electrical conductors	32572100
32572200-5	Communications cable with coaxial conductors	32572200
32572300-6	Communications cable for special applications	32572300
32573000-0	Communications control system	32573000
32580000-2	Data equipment	32580000
32581000-9	Data-communications equipment	32581000
32581100-0	Data-transmission cable	32581100
32581110-3	Data-transmission cable with multiple electrical conductors	32581110
32581120-6	Data-transmission cable with coaxial conductors	32581120
32581130-9	Data-transmission cable for special applications	32581130
32581200-1	Fax equipment	32581200
32581210-4	Accessories and components for fax equipment	32581210
32582000-6	Data carriers	32582000
32583000-3	Data and voice media	32583000
32584000-0	Data-bearing media	32584000
33000000-0	Medical equipments, pharmaceuticals and personal care products	33000000
33100000-1	Medical equipments	33100000
33110000-4	Imaging equipment for medical, dental and veterinary use	33110000
33111000-1	X-ray devices	33111000
33111100-2	X-ray table	33111100
33111200-3	X-ray workstations	33111200
33111300-4	X-ray processing devices	33111300
33111400-5	X-ray fluoroscopy devices	33111400
33111500-6	Dental X-ray	33111500
33111600-7	Radiography devices	33111600
33111610-0	Magnetic resonance unit	33111610
33111620-3	Gamma cameras	33111620
33111640-9	Thermographs	33111640
33111650-2	Mammography devices	33111650
33111660-5	Bone densitometers	33111660
33111700-8	Angiography room	33111700
33111710-1	Angiography supplies	33111710
33111720-4	Angiography devices	33111720
33111721-1	Digital angiography devices	33111721
33111730-7	Angioplasty supplies	33111730
33111740-0	Angioplasty devices	33111740
33111800-9	Diagnostic X-ray system	33111800
33112000-8	Echo, ultrasound and doppler imaging equipment	33112000
33112100-9	Ultrasonic heart detector	33112100
33112200-0	Ultrasonic unit	33112200
33112300-1	Ultrasound scanners	33112300
33112310-4	Colour-flow doppler	33112310
33112320-7	Doppler equipment	33112320
33112330-0	Echoencephalographs	33112330
33112340-3	Echocardiographs	33112340
33113000-5	Magnetic resonance imaging equipment	33113000
33113100-6	Magnetic resonance scanners	33113100
33113110-9	Nuclear magnetic resonance scanners	33113110
33114000-2	Spectroscopy devices	33114000
33115000-9	Tomography devices	33115000
33115100-0	CT scanners	33115100
33115200-1	CAT scanners	33115200
33120000-7	Recording systems and exploration devices	33120000
33121000-4	Long term ambulatory recording system	33121000
33121100-5	Electro-encephalographs	33121100
33121200-6	Scintigraphy devices	33121200
33121300-7	Electromyographs	33121300
33121400-8	Audiometers	33121400
33121500-9	Electrocardiogram	33121500
33122000-1	Ophthalmology equipment	33122000
33123000-8	Cardiovascular devices	33123000
33123100-9	Tensiometer	33123100
33123200-0	Electrocardiography devices	33123200
33123210-3	Cardiac-monitoring devices	33123210
33123220-6	Cardio-angiography devices	33123220
33123230-9	Cardiographs	33123230
33124000-5	Diagnostics and radiodiagnostic devices and supplies	33124000
33124100-6	Diagnostic devices	33124100
33124110-9	Diagnostic systems	33124110
33124120-2	Diagnostic ultrasound devices	33124120
33124130-5	Diagnostic supplies	33124130
33124131-2	Reagent strips	33124131
33124200-7	Radiodiagnostic devices	33124200
33124210-0	Radiodiagnostic supplies	33124210
33125000-2	Urology, exploration devices	33125000
33126000-9	Stomatology devices	33126000
33127000-6	Immuno-analysis devices	33127000
33128000-3	Medical laser other than for surgery	33128000
33130000-0	Dental and subspecialty instruments and devices	33130000
33131000-7	Dental hand instrument	33131000
33131100-8	Dental surgical instrument	33131100
33131110-1	Dental nippers, brushes, retractors and burnishers	33131110
33131111-8	Dental nippers	33131111
33131112-5	Dental operative brushes	33131112
33131113-2	Dental retractors	33131113
33131114-9	Dental burnishers	33131114
33131120-4	Dental cryosurgical, gauges, elevators and excavators	33131120
33131121-1	Dental cryosurgical units	33131121
33131122-8	Dental depth gauges	33131122
33131123-5	Dental elevators	33131123
33131124-2	Dental excavators	33131124
33131130-7	Dental fingers protectors and forceps	33131130
33131131-4	Dental fingers protectors	33131131
33131132-1	Dental forceps	33131132
33131140-0	Dental mirrors and reamers	33131140
33131141-7	Dental mirrors	33131141
33131142-4	Dental reamers	33131142
33131150-3	Dental root tip picks, scalers and scale	33131150
33131151-0	Dental root tip picks	33131151
33131152-7	Dental scalers	33131152
33131153-4	Dental scale	33131153
33131160-6	Dental scissors and knives	33131160
33131161-3	Dental scissors	33131161
33131162-0	Dental knives	33131162
33131170-9	Dental spatulas, tweezers and wax carvers	33131170
33131171-6	Dental spatulas	33131171
33131172-3	Dental tweezers	33131172
33131173-0	Dental wax carvers	33131173
33131200-9	Dental suture needle	33131200
33131300-0	Dental disposable instrument	33131300
33131400-1	Dental probe	33131400
33131500-2	Dental extraction instrument	33131500
33131510-5	Dental drills	33131510
33131600-3	Dental filling instrument	33131600
33132000-4	Dental implant	33132000
33133000-1	Dental impression accessories	33133000
33134000-8	Endodontics accessories	33134000
33135000-5	Orthodontic devices	33135000
33136000-2	Rotary and abrasive instrument	33136000
33137000-9	Dental prophylaxis accessories	33137000
33138000-6	Prosthodontic and relining products	33138000
33138100-7	Dentures	33138100
33140000-3	Medical consumables	33140000
33141000-0	Disposable non-chemical medical consumables and haematological consumables	33141000
33141100-1	Dressings; clip, suture, ligature supplies	33141100
33141110-4	Dressings	33141110
33141111-1	Adhesive dressings	33141111
33141112-8	Plasters	33141112
33141113-4	Bandages	33141113
33141114-2	Medical gauze	33141114
33141115-9	Medical wadding	33141115
33141116-6	Dressing packs	33141116
33141117-3	Cotton wool	33141117
33141118-0	Wipes	33141118
33141119-7	Compresses	33141119
33141120-7	Clip, suture, ligature supplies	33141120
33141121-4	Surgical sutures	33141121
33141122-1	Surgical staples	33141122
33141123-8	Sharps containers	33141123
33141124-5	Sharps pads	33141124
33141125-2	Material for surgical sutures	33141125
33141126-9	Ligatures	33141126
33141127-6	Absorbable haemostatics	33141127
33141128-3	Needles for sutures	33141128
33141200-2	Catheters	33141200
33141210-5	Balloon catheters	33141210
33141220-8	Cannulae	33141220
33141230-1	Dilator	33141230
33141240-4	Catheter accessories	33141240
33141300-3	Venepuncture, blood sampling devices	33141300
33141310-6	Syringes	33141310
33141320-9	Medical needles	33141320
33141321-6	Anesthesia needles	33141321
33141322-3	Arterial needles	33141322
33141323-0	Biopsy needles	33141323
33141324-7	Dialysis needles	33141324
33141325-4	Fistula needles	33141325
33141326-1	Radiology procedural needles	33141326
33141327-8	Vented needles	33141327
33141328-5	Epidural needles	33141328
33141329-2	Amniocentesia needles	33141329
33141400-4	Wire-cutter and bistoury; surgical gloves	33141400
33141410-7	Wire-cutter and bistoury	33141410
33141411-4	Scalpels and blades	33141411
33141420-0	Surgical gloves	33141420
33141500-5	Haematological consumables	33141500
33141510-8	Blood products	33141510
33141520-1	Plasma extracts	33141520
33141530-4	Blood coagulants	33141530
33141540-7	Albumin	33141540
33141550-0	Heparin	33141550
33141560-3	Human organs	33141560
33141570-6	Human blood	33141570
33141580-9	Animal blood	33141580
33141600-6	Collector and collection bags, drainage and kits	33141600
33141610-9	Collection bag	33141610
33141613-0	Blood bags	33141613
33141614-7	Plasma bags	33141614
33141615-4	Bags for urine	33141615
33141620-2	Medical kits	33141620
33141621-9	Incontinence kit	33141621
33141622-6	AIDS-prevention kits	33141622
33141623-3	First-aid boxes	33141623
33141624-0	Administration sets	33141624
33141625-7	Diagnostic kits	33141625
33141626-4	Dosage kits	33141626
33141630-5	Blood plasma filters	33141630
33141640-8	Drain	33141640
33141641-5	Probes	33141641
33141642-2	Drain accessories	33141642
33141700-7	Orthopaedic supplies	33141700
33141710-0	Crutches	33141710
